area_tag	LONGI_DD	LATIT_DD	pos_string
Skagerrak	10.56	58.29833	10.56_58.29833
Kattegat	12.20667	56.675	12.20667_56.675
Skagerrak	11.08333	58.05667	11.08333_58.05667
Bornholm Basin	14.40367	55.6945	14.40367_55.6945
Bothnian Bay	22.06567	64.70783	22.06567_64.70783
Bothnian Sea	20.067	61.98617	20.067_61.98617
22	22.04367	65.49	22.04367_65.49
Skagerrak	10.53117	58.0655	10.53117_58.0655
Western Gotland Basin	18.16617	57.76617	18.16617_57.76617
North Sea	-1.08333	61.4	-1.08333_61.4
Bothnian Sea	18.5495	62.09967	18.5495_62.09967
Bornholm Basin	15.71667	55.5	15.71667_55.5
Eastern Gotland Basin	18.98	55.79833	18.98_55.79833
Eastern Gotland Basin	19.016	56.00233	19.016_56.00233
Kattegat	12.31	56.85667	12.31_56.85667
22	22.57417	65.63617	22.57417_65.63617
The Sound	12.85183	55.80117	12.85183_55.80117
5	12.7208	56.56592	12.7208_56.56592
Bothnian Bay	22.06533	64.70817	22.06533_64.70817
20	20.40541	63.6859	20.40541_63.6859
Bothnian Sea	19.10667	61.9	19.10667_61.9
Bornholm Basin	14.86667	55.45	14.86667_55.45
Bornholm Basin	15.98417	55.24987	15.98417_55.24987
Bothnian Sea	18.54833	62.09967	18.54833_62.09967
Bothnian Sea	20.04833	62.665	20.04833_62.665
Eastern Gotland Basin	19.1	57.275	19.1_57.275
Arkona Basin	14.09885	54.97118	14.09885_54.97118
Eastern Gotland Basin	18.34767	56.74683	18.34767_56.74683
Kattegat	10.88333	57.75833	10.88333_57.75833
3	11.1	58.69	11.1_58.69
4	11.69167	57.63167	11.69167_57.63167
Bornholm Basin	14.67217	55.49133	14.67217_55.49133
Skagerrak	10.50437	58.28433	10.50437_58.28433
Kattegat	12.5	56.16667	12.5_56.16667
Bornholm Basin	14.8665	55.61683	14.8665_55.61683
Kattegat	11.63	57.33	11.63_57.33
The Sound	12.74828	55.86558	12.74828_55.86558
22	23.4262	65.8027	23.4262_65.8027
Eastern Gotland Basin	19.49083	56.86333	19.49083_56.86333
Eastern Gotland Basin	17.67317	56.121	17.67317_56.121
Skagerrak	8.64833	57.66667	8.64833_57.66667
12s	16.56833	57.59	16.56833_57.59
Kattegat	11.10917	57.607	11.10917_57.607
Skagerrak	10.50428	58.28447	10.50428_58.28447
18	18.2645	62.86383	18.2645_62.86383
3	11.37	58.26583	11.37_58.26583
Kattegat	11.08333	56.44833	11.08333_56.44833
Bornholm Basin	14.75167	55.465	14.75167_55.465
Western Gotland Basin	18.23543	58.59365	18.23543_58.59365
Bornholm Basin	15.52167	55.29167	15.52167_55.29167
Bothnian Bay	21.86788	64.96807	21.86788_64.96807
22	21.12017	64.78667	21.12017_64.78667
22	22.01021	65.39857	22.01021_65.39857
Skagerrak	10.84495	58.29442	10.84495_58.29442
Kattegat	12.41967	56.77333	12.41967_56.77333
Kattegat	11.83233	56.79267	11.83233_56.79267
The Sound	12.74827	55.86677	12.74827_55.86677
5	12.70017	56.62783	12.70017_56.62783
Kattegat	12.444	56.63167	12.444_56.63167
Western Gotland Basin	17.7	57.1	17.7_57.1
Bothnian Sea	18.54833	62.10017	18.54833_62.10017
Eastern Gotland Basin	20.10033	56.483	20.10033_56.483
The Sound	12.85117	55.80433	12.85117_55.80433
Eastern Gotland Basin	18.8605	56.92367	18.8605_56.92367
4	12.25	57.05	12.25_57.05
Western Gotland Basin	17.11167	57.44167	17.11167_57.44167
Kattegat	12.11133	56.669	12.11133_56.669
Bothnian Bay	22.06717	64.70867	22.06717_64.70867
Skagerrak	8.718	57.66933	8.718_57.66933
Skagerrak	9.03333	57.81667	9.03333_57.81667
Western Gotland Basin	17.74957	56.84535	17.74957_56.84535
Bornholm Basin	15.23667	55.62667	15.23667_55.62667
Bornholm Basin	16.20767	55.68167	16.20767_55.68167
8	16.36233	56.71667	16.36233_56.71667
Eastern Gotland Basin	18.535	56.39167	18.535_56.39167
Bothnian Sea	19.3375	63.13583	19.3375_63.13583
Bornholm Basin	17.58433	55.87733	17.58433_55.87733
Kattegat	11.97567	56.58017	11.97567_56.58017
2	11.52	58.295	11.52_58.295
14	17.35	58.65	17.35_58.65
23	23.36067	65.683	23.36067_65.683
Kattegat	12.56667	56.61667	12.56667_56.61667
Eastern Gotland Basin	19.41667	56.63667	19.41667_56.63667
8	16.4545	56.90867	16.4545_56.90867
Skagerrak	8.7915	57.79083	8.7915_57.79083
Eastern Gotland Basin	19.06667	56.11667	19.06667_56.11667
24	17.99833	59.41183	17.99833_59.41183
8	16.46617	57.17633	16.46617_57.17633
Eastern Gotland Basin	19.51217	58.074	19.51217_58.074
4	12.09333	57.145	12.09333_57.145
Bothnian Sea	18.54867	62.10033	18.54867_62.10033
Kattegat	11.37917	57.65417	11.37917_57.65417
Skagerrak	8.10667	57.99	8.10667_57.99
22	21.8905	65.52417	21.8905_65.52417
Eastern Gotland Basin	19.8788	57.9982	19.8788_57.9982
Kattegat	11.63167	57.48	11.63167_57.48
22	22.27217	65.63233	22.27217_65.63233
Eastern Gotland Basin	18.4675	56.35267	18.4675_56.35267
Western Gotland Basin	16.69033	56.22983	16.69033_56.22983
Northern Baltic Proper	21.53367	58.6575	21.53367_58.6575
Skagerrak	11.02933	58.07883	11.02933_58.07883
Kattegat	11.65898	57.19222	11.65898_57.19222
Eastern Gotland Basin	18.48983	56.25367	18.48983_56.25367
Skagerrak	10.99467	58.3015	10.99467_58.3015
Eastern Gotland Basin	19.58477	56.63378	19.58477_56.63378
17	17.41783	60.90067	17.41783_60.90067
Eastern Gotland Basin	20.07625	57.31218	20.07625_57.31218
Kattegat Danish Coastal waters, including Limfjord	10.5	57.65	10.5_57.65
Skagerrak	10.5	57.9	10.5_57.9
Bornholm Basin	14.87833	55.58	14.87833_55.58
Skagerrak	10.185	57.75167	10.185_57.75167
16	17.26467	60.86833	17.26467_60.86833
Eastern Gotland Basin	18.44333	56.23333	18.44333_56.23333
Bornholm Basin	14.447	55.37883	14.447_55.37883
Eastern Gotland Basin	18.46667	56.08333	18.46667_56.08333
Kattegat	12.28348	56.8716	12.28348_56.8716
Eastern Gotland Basin	18.48733	56.3915	18.48733_56.3915
Skagerrak	10.8445	58.29418	10.8445_58.29418
Skagerrak	11.16927	57.9873	11.16927_57.9873
18	18.26383	62.8635	18.26383_62.8635
Bothnian Bay	22.065	64.70617	22.065_64.70617
16	17.12534	61.71368	17.12534_61.71368
Bothnian Bay	23.24533	65.15283	23.24533_65.15283
Kattegat	10.86767	57.45667	10.86767_57.45667
Kattegat	11.66667	57.18333	11.66667_57.18333
Bothnian Bay	22.09667	64.30167	22.09667_64.30167
Eastern Gotland Basin	19.91	57.33	19.91_57.33
9	15.54167	56.03667	15.54167_56.03667
Northern Baltic Proper	19.45433	58.69733	19.45433_58.69733
Kattegat	11.57	56.20833	11.57_56.20833
Eastern Gotland Basin	18.85983	57.08033	18.85983_57.08033
Skagerrak	9.85	58.73333	9.85_58.73333
Bornholm Basin	14.65633	55.6545	14.65633_55.6545
24	18.24167	59.35667	18.24167_59.35667
Skagerrak	10.71667	58.075	10.71667_58.075
Kattegat	11.83167	56.58167	11.83167_56.58167
Eastern Gotland Basin	20.5	57.06667	20.5_57.06667
Skagerrak	11.02167	58.09167	11.02167_58.09167
Kattegat Danish Coastal waters, including Limfjord	11.35833	56.093	11.35833_56.093
Skagerrak	10.51667	58.21667	10.51667_58.21667
Kattegat	12.20967	56.941	12.20967_56.941
Skagerrak	7.99167	57.515	7.99167_57.515
Skagerrak	10.428	57.931	10.428_57.931
2	11.67167	58.42833	11.67167_58.42833
Bothnian Sea	18.95617	62.65617	18.95617_62.65617
Skagerrak	10.81667	57.86667	10.81667_57.86667
Skagerrak	10.81667	57.99167	10.81667_57.99167
15	18.70943	59.00267	18.70943_59.00267
Skagerrak	10.94233	58.3155	10.94233_58.3155
Bothnian Bay	22.06517	64.71717	22.06517_64.71717
24	18.0288	59.38895	18.0288_59.38895
Bothnian Bay	22.06733	64.70933	22.06733_64.70933
22	22.44667	65.72967	22.44667_65.72967
9	16.889	57.3875	16.889_57.3875
Northern Baltic Proper	19.92467	59.49967	19.92467_59.49967
Skagerrak	10.65833	57.8	10.65833_57.8
Western Gotland Basin	17.5705	57.521	17.5705_57.521
Bothnian Sea	19.16667	61.98333	19.16667_61.98333
Western Gotland Basin	18.00667	58.07667	18.00667_58.07667
North Sea	-1.63333	56.5	-1.63333_56.5
Great Belt	10.87	55.86	10.87_55.86
Kattegat	11.425	57.255	11.425_57.255
25	11.81667	57.65	11.81667_57.65
3	11.59333	57.91833	11.59333_57.91833
Skagerrak	11.02773	58.33948	11.02773_58.33948
Western Gotland Basin	18.01333	58.095	18.01333_58.095
16	17.27633	60.91067	17.27633_60.91067
Skagerrak	9.15	58.53333	9.15_58.53333
Bornholm Basin	15.96483	55.46967	15.96483_55.46967
Skagerrak	8.3	57.69167	8.3_57.69167
Western Gotland Basin	18.17517	57.7555	18.17517_57.7555
18	17.9305	62.584	17.9305_62.584
Great Belt	11.04083	55.32567	11.04083_55.32567
Bothnian Sea	20.01683	62.02017	20.01683_62.02017
Eastern Gotland Basin	19.33333	56.95	19.33333_56.95
Skagerrak	9.00267	57.37633	9.00267_57.37633
Skagerrak	9.82	57.87667	9.82_57.87667
Arkona Basin	14.09785	54.97077	14.09785_54.97077
Bothnian Sea	18.54817	62.10117	18.54817_62.10117
Skagerrak	8.76667	58.06667	8.76667_58.06667
Eastern Gotland Basin	18.59133	56.31417	18.59133_56.31417
18	18.59333	63.03717	18.59333_63.03717
Skagerrak	11.02768	58.34027	11.02768_58.34027
North Sea	7.7	56.71667	7.7_56.71667
Bornholm Basin	17.26667	55.89333	17.26667_55.89333
Kattegat	12.26752	56.87493	12.26752_56.87493
Skagerrak	9.46667	57.85	9.46667_57.85
Kattegat	11.125	57.60617	11.125_57.60617
18	18.69717	63.23817	18.69717_63.23817
Bothnian Sea	19.96333	62.58233	19.96333_62.58233
1n	11.28528	58.4369	11.28528_58.4369
Bornholm Basin	17.52117	55.614	17.52117_55.614
Western Gotland Basin	17.41367	57.11533	17.41367_57.11533
3	11.12417	58.4985	11.12417_58.4985
Bornholm Basin	16.25	55.14667	16.25_55.14667
Western Gotland Basin	18.12983	57.7645	18.12983_57.7645
Skagerrak	11.05667	58.1	11.05667_58.1
20	19.818	63.49983	19.818_63.49983
20	20.26367	63.6695	20.26367_63.6695
Bothnian Bay	23.61667	64.46167	23.61667_64.46167
20	19.7985	63.50783	19.7985_63.50783
Eastern Gotland Basin	19.8786	57.99832	19.8786_57.99832
15	19.17208	59.41932	19.17208_59.41932
Kattegat	10.99333	57.66833	10.99333_57.66833
12s	16.69367	57.74	16.69367_57.74
Bornholm Basin	15.25	54.85	15.25_54.85
Skagerrak	8.7175	57.288	8.7175_57.288
Bothnian Sea	19.16282	61.98263	19.16282_61.98263
22	21.09533	64.81983	21.09533_64.81983
Kattegat	12.21683	56.56698	12.21683_56.56698
19	19.395	63.27333	19.395_63.27333
Bornholm Basin	16.11667	55.35833	16.11667_55.35833
Bornholm Basin	16.11667	55.73333	16.11667_55.73333
Western Gotland Basin	16.925	56.53667	16.925_56.53667
Bornholm Basin	14.96667	56.03333	14.96667_56.03333
North Sea	5.63333	57.75	5.63333_57.75
22	22.57233	65.6365	22.57233_65.6365
Eastern Gotland Basin	19.53133	57.8025	19.53133_57.8025
22	22.36117	65.54183	22.36117_65.54183
Bornholm Basin	15.98547	55.25038	15.98547_55.25038
2	11.43333	58.25833	11.43333_58.25833
Bothnian Sea	20.57067	61.87383	20.57067_61.87383
Eastern Gotland Basin	19.08333	57.08333	19.08333_57.08333
9	16.45867	56.66517	16.45867_56.66517
Eastern Gotland Basin	18.93	57.14333	18.93_57.14333
22	21.54899	65.08322	21.54899_65.08322
4	12.0	57.215	12.0_57.215
Bornholm Basin	14.65	55.445	14.65_55.445
Bothnian Bay	23.1705	64.8375	23.1705_64.8375
Western Gotland Basin	18.22667	57.9	18.22667_57.9
1n	11.28333	58.64707	11.28333_58.64707
Eastern Gotland Basin	19.47233	58.03367	19.47233_58.03367
Skagerrak	10.79833	58.69	10.79833_58.69
Western Gotland Basin	18.35	58.43333	18.35_58.43333
Western Gotland Basin	18.62117	58.70317	18.62117_58.70317
14	17.85667	58.745	17.85667_58.745
Bothnian Sea	18.95067	62.65367	18.95067_62.65367
Kattegat	12.23333	56.58333	12.23333_56.58333
Kattegat	11.57667	57.31667	11.57667_57.31667
Bornholm Basin	14.33967	55.72	14.33967_55.72
Kattegat	10.95667	56.1815	10.95667_56.1815
Kattegat	11.43333	57.53833	11.43333_57.53833
Western Gotland Basin	17.98462	58.0161	17.98462_58.0161
Skagerrak	10.84435	58.29455	10.84435_58.29455
19	19.4985	63.283	19.4985_63.283
Skagerrak	11.29202	57.8668	11.29202_57.8668
Bothnian Bay	22.0645	64.7085	22.0645_64.7085
Northern Baltic Proper	19.15833	58.93633	19.15833_58.93633
Bothnian Sea	18.875	63.05	18.875_63.05
Kattegat	11.6615	56.9561	11.6615_56.9561
Skagerrak	11.66833	57.67883	11.66833_57.67883
25	11.80667	57.70167	11.80667_57.70167
Eastern Gotland Basin	20.07618	57.31205	20.07618_57.31205
Skagerrak	8.66667	57.83333	8.66667_57.83333
20	20.37467	63.65533	20.37467_63.65533
1n	11.4545	58.3085	11.4545_58.3085
Great Belt	10.86917	55.85917	10.86917_55.85917
North Sea	0.25	58.21667	0.25_58.21667
Eastern Gotland Basin	18.858	57.17433	18.858_57.17433
Western Gotland Basin	17.83167	58.32217	17.83167_58.32217
4	12.0595	57.17383	12.0595_57.17383
Bothnian Bay	23.23333	65.15817	23.23333_65.15817
16	18.48382	60.17682	18.48382_60.17682
18	18.53467	63.074	18.53467_63.074
Western Gotland Basin	17.56833	57.49333	17.56833_57.49333
North Sea	6.28333	55.83333	6.28333_55.83333
Kattegat	10.79167	56.85667	10.79167_56.85667
Kattegat	12.11068	56.66857	12.11068_56.66857
Skagerrak	10.90333	58.60167	10.90333_58.60167
Western Gotland Basin	17.5	57.29833	17.5_57.29833
8	16.61367	57.064	16.61367_57.064
The Sound	12.84167	55.79333	12.84167_55.79333
Skagerrak	9.41082	57.899	9.41082_57.899
Kattegat	12.13333	56.795	12.13333_56.795
Bothnian Bay	23.23333	65.16617	23.23333_65.16617
22	22.1539	65.51007	22.1539_65.51007
Skagerrak	8.78667	57.78333	8.78667_57.78333
12n	18.67333	59.37833	18.67333_59.37833
9	16.20187	56.37098	16.20187_56.37098
Bornholm Basin	15.718	55.562	15.718_55.562
Kattegat	12.26833	56.40267	12.26833_56.40267
Eastern Gotland Basin	18.95583	57.20867	18.95583_57.20867
Arkona Basin	14.20833	55.125	14.20833_55.125
Eastern Gotland Basin	20.076	57.31233	20.076_57.31233
Skagerrak	11.2	58.01667	11.2_58.01667
Skagerrak	11.2	58.26667	11.2_58.26667
12n	17.74217	59.08467	17.74217_59.08467
12n	18.14312	59.00803	18.14312_59.00803
Skagerrak	8.86683	57.50333	8.86683_57.50333
Eastern Gotland Basin	18.779	55.91867	18.779_55.91867
20	19.81883	63.49967	19.81883_63.49967
12s	16.6545	57.81933	16.6545_57.81933
Northern Baltic Proper	21.0545	59.25933	21.0545_59.25933
Åland Sea - Archipelago Sea Finnish coastal water	20.03333	59.78333	20.03333_59.78333
Skagerrak	10.72878	58.10287	10.72878_58.10287
Western Gotland Basin	17.9595	57.02367	17.9595_57.02367
Bornholm Basin	15.332	55.68367	15.332_55.68367
2	11.621	58.39533	11.621_58.39533
Kattegat	11.82333	57.08667	11.82333_57.08667
18	18.43	63.05133	18.43_63.05133
Eastern Gotland Basin	18.44567	56.0915	18.44567_56.0915
North Sea	4.23333	56.53333	4.23333_56.53333
Kattegat	11.55	57.44167	11.55_57.44167
Kattegat	11.55	57.56667	11.55_57.56667
Eastern Gotland Basin	18.88667	57.07667	18.88667_57.07667
Western Gotland Basin	17.95	57.5	17.95_57.5
Northern Baltic Proper	21.36633	59.2715	21.36633_59.2715
Arkona Basin	13.26667	55.125	13.26667_55.125
Bothnian Bay	23.5	65.36833	23.5_65.36833
Bornholm Basin	14.6505	55.587	14.6505_55.587
19	17.78	62.34167	17.78_62.34167
4	12.02933	57.22283	12.02933_57.22283
Eastern Gotland Basin	19.96667	57.33333	19.96667_57.33333
17	17.375	61.1	17.375_61.1
Skagerrak	10.95	58.08333	10.95_58.08333
Skagerrak	10.95	58.33333	10.95_58.33333
22	22.37417	65.80783	22.37417_65.80783
Kattegat	11.65817	57.19267	11.65817_57.19267
Bornholm Basin	16.5364	56.116	16.5364_56.116
Kattegat	12.2611	56.36518	12.2611_56.36518
16	17.21907	60.68863	17.21907_60.68863
Northern Baltic Proper	19.92083	59.49933	19.92083_59.49933
Kattegat	11.20622	57.67102	11.20622_57.67102
12s	16.81533	58.32283	16.81533_58.32283
Kattegat	11.35	57.55	11.35_57.55
Kattegat	11.3359	57.70562	11.3359_57.70562
25	11.757	57.77	11.757_57.77
20	19.81917	63.49983	19.81917_63.49983
2	11.577	58.46647	11.577_58.46647
Skagerrak	10.86667	58.16667	10.86667_58.16667
Skagerrak	10.86667	58.66667	10.86667_58.66667
3	11.13733	58.4625	11.13733_58.4625
Kattegat	12.585	56.10167	12.585_56.10167
Kattegat	12.05	57.01667	12.05_57.01667
Skagerrak	9.75	58.68333	9.75_58.68333
Kattegat	12.38833	56.825	12.38833_56.825
17	17.43667	60.76333	17.43667_60.76333
Kattegat	11.4	57.7	11.4_57.7
Western Gotland Basin	17.954	58.09617	17.954_58.09617
Skagerrak	10.8856	58.55622	10.8856_58.55622
Western Gotland Basin	17.66823	57.11648	17.66823_57.11648
Skagerrak	9.08527	57.37912	9.08527_57.37912
20	19.81883	63.50017	19.81883_63.50017
1n	11.4585	58.31017	11.4585_58.31017
Kattegat	12.10833	57.1	12.10833_57.1
Eastern Gotland Basin	18.55133	56.367	18.55133_56.367
12s	16.73383	58.1255	16.73383_58.1255
Kattegat	11.36667	57.54833	11.36667_57.54833
North Sea	6.457	56.96167	6.457_56.96167
Western Gotland Basin	18.11767	57.76367	18.11767_57.76367
12n	18.37932	59.29045	18.37932_59.29045
Skagerrak	8.722	57.75283	8.722_57.75283
Eastern Gotland Basin	18.83317	57.08483	18.83317_57.08483
Kattegat	10.9375	57.68167	10.9375_57.68167
Skagerrak	8.61017	57.5255	8.61017_57.5255
Kattegat	12.26205	56.36562	12.26205_56.36562
Bothnian Bay	23.23383	65.16683	23.23383_65.16683
Bornholm Basin	14.67833	55.58333	14.67833_55.58333
Kattegat	11.82333	56.79667	11.82333_56.79667
9	16.202	56.37095	16.202_56.37095
Arkona Basin	13.91558	55.26312	13.91558_55.26312
Kattegat	12.32017	56.3855	12.32017_56.3855
North Sea	2.48333	60.33333	2.48333_60.33333
Skagerrak	11.2515	57.93283	11.2515_57.93283
Bothnian Sea	18.56667	62.13333	18.56667_62.13333
Skagerrak	10.96667	57.95	10.96667_57.95
Bornholm Basin	17.3895	56.07317	17.3895_56.07317
Arkona Basin	13.30063	55.01603	13.30063_55.01603
3	11.12367	58.50012	11.12367_58.50012
The Quark	21.08333	63.525	21.08333_63.525
2	11.546	58.32233	11.546_58.32233
Western Gotland Basin	16.91667	56.56	16.91667_56.56
16	17.15559	60.93761	17.15559_60.93761
Western Gotland Basin	17.91333	58.04667	17.91333_58.04667
Bothnian Bay	23.02917	64.84933	23.02917_64.84933
Kattegat	12.25833	56.38333	12.25833_56.38333
Kattegat	10.9885	56.2685	10.9885_56.2685
Skagerrak	10.9435	58.31583	10.9435_58.31583
9	16.11833	56.135	16.11833_56.135
Eastern Gotland Basin	19.63467	56.37783	19.63467_56.37783
Skagerrak	11.08667	58.04667	11.08667_58.04667
Kattegat	12.20767	57.0175	12.20767_57.0175
2	11.43567	58.2601	11.43567_58.2601
24	17.66583	59.17033	17.66583_59.17033
18	17.913	62.9165	17.913_62.9165
Kattegat	11.85167	57.13167	11.85167_57.13167
2	11.68667	57.93167	11.68667_57.93167
20	19.8075	63.525	19.8075_63.525
Bothnian Sea	18.94467	62.65117	18.94467_62.65117
Eastern Gotland Basin	19.74517	57.86233	19.74517_57.86233
Bornholm Basin	14.33433	55.83333	14.33433_55.83333
Eastern Gotland Basin	20.07615	57.31218	20.07615_57.31218
Eastern Gotland Basin	17.91667	55.16667	17.91667_55.16667
Bothnian Sea	18.9585	62.65267	18.9585_62.65267
18	17.86317	62.9665	17.86317_62.9665
Northern Baltic Proper	19.56833	58.83333	19.56833_58.83333
Bornholm Basin	15.88583	55.81617	15.88583_55.81617
Bornholm Basin	15.48333	55.83667	15.48333_55.83667
Kattegat	11.4125	57.38	11.4125_57.38
Skagerrak	9.405	57.94167	9.405_57.94167
9	16.98433	57.46267	16.98433_57.46267
Bothnian Sea	18.0	61.58333	18.0_61.58333
Western Gotland Basin	17.29483	57.119	17.29483_57.119
Skagerrak	11.15317	58.27	11.15317_58.27
Kattegat	12.181	57.06267	12.181_57.06267
Skagerrak	9.38517	57.91233	9.38517_57.91233
1n	11.22667	59.00667	11.22667_59.00667
13	16.439	58.47933	16.439_58.47933
19	19.14933	63.2375	19.14933_63.2375
23	24.1415	65.7008	24.1415_65.7008
The Sound	12.74882	55.86653	12.74882_55.86653
22	22.113	65.58567	22.113_65.58567
14	17.78333	58.73	17.78333_58.73
Bothnian Bay	21.48323	63.79123	21.48323_63.79123
5	12.71933	56.5655	12.71933_56.5655
Kattegat	12.52167	56.54717	12.52167_56.54717
1n	11.5625	58.06667	11.5625_58.06667
Arkona Basin	13.08333	55.33333	13.08333_55.33333
The Sound	12.975	55.68917	12.975_55.68917
20	20.39867	63.68967	20.39867_63.68967
Kattegat	12.11143	56.66862	12.11143_56.66862
Skagerrak	11.02797	58.33953	11.02797_58.33953
Eastern Gotland Basin	19.80367	57.94767	19.80367_57.94767
Bornholm Basin	15.30233	55.74967	15.30233_55.74967
Skagerrak	11.08333	58.05167	11.08333_58.05167
Eastern Gotland Basin	20.45	57.23333	20.45_57.23333
Bornholm Basin	15.98418	55.25013	15.98418_55.25013
The Sound	13.0	55.66667	13.0_55.66667
Bothnian Sea	18.88433	61.12867	18.88433_61.12867
Northern Baltic Proper	19.40017	58.46033	19.40017_58.46033
Skagerrak	11.08333	58.13333	11.08333_58.13333
3	11.08333	58.88333	11.08333_58.88333
Skagerrak	10.94258	58.31548	10.94258_58.31548
7	13.80955	55.41953	13.80955_55.41953
Bornholm Basin	16.69567	55.767	16.69567_55.767
9	16.98433	57.45517	16.98433_57.45517
Bornholm Basin	16.20133	55.8375	16.20133_55.8375
North Sea	6.63333	56.71667	6.63333_56.71667
Kattegat	11.8475	57.135	11.8475_57.135
Bothnian Sea	17.66667	61.23333	17.66667_61.23333
22	21.50833	65.32417	21.50833_65.32417
Arkona Basin	13.0045	55.04017	13.0045_55.04017
1n	11.24067	58.35367	11.24067_58.35367
Kattegat	10.975	56.26333	10.975_56.26333
Eastern Gotland Basin	17.66333	55.87	17.66333_55.87
18	17.6945	62.995	17.6945_62.995
12n	18.85267	59.31383	18.85267_59.31383
Western Gotland Basin	17.37283	57.37617	17.37283_57.37617
Bornholm Basin	14.48323	55.31842	14.48323_55.31842
Western Gotland Basin	17.93068	58.40612	17.93068_58.40612
Eastern Gotland Basin	19.1885	57.36733	19.1885_57.36733
Eastern Gotland Basin	17.732	55.81367	17.732_55.81367
16	18.80017	59.98733	18.80017_59.98733
Eastern Gotland Basin	20.21667	56.46667	20.21667_56.46667
Eastern Gotland Basin	18.95	56.11667	18.95_56.11667
Kattegat	10.83333	57.06667	10.83333_57.06667
2	11.71867	58.08835	11.71867_58.08835
10	18.65	57.18333	18.65_57.18333
Kattegat	11.45333	57.18833	11.45333_57.18833
22	21.12186	64.7849	21.12186_64.7849
Skagerrak	10.8845	57.84967	10.8845_57.84967
Kattegat	11.33333	56.226	11.33333_56.226
Gulf of Riga Estonian Coastal waters	23.28333	57.81667	23.28333_57.81667
14	17.15	58.63333	17.15_58.63333
2	11.45333	58.25667	11.45333_58.25667
Kattegat	11.158	57.65233	11.158_57.65233
12n	16.51353	58.6469	16.51353_58.6469
Great Belt	11.0425	55.32533	11.0425_55.32533
Kattegat	12.53267	56.59983	12.53267_56.59983
12n	17.72433	58.98367	17.72433_58.98367
Eastern Gotland Basin	19.58518	56.6336	19.58518_56.6336
Arkona Basin	14.1	55.26667	14.1_55.26667
Skagerrak	9.70183	57.732	9.70183_57.732
Skagerrak	9.33333	58.23333	9.33333_58.23333
The Sound	12.74867	55.86617	12.74867_55.86617
16	18.49402	60.27772	18.49402_60.27772
Kattegat	12.11185	56.6689	12.11185_56.6689
Kattegat	12.2118	56.9401	12.2118_56.9401
16	18.27479	60.35582	18.27479_60.35582
Skagerrak	8.93333	58.35	8.93333_58.35
Skagerrak	11.1335	58.135	11.1335_58.135
North Sea	2.4	57.3	2.4_57.3
North Sea	2.41667	56.53333	2.41667_56.53333
Eastern Gotland Basin	18.99083	57.139	18.99083_57.139
Bornholm Basin	15.2295	55.66417	15.2295_55.66417
Bornholm Basin	15.983	55.74233	15.983_55.74233
18	18.51233	62.94967	18.51233_62.94967
Bornholm Basin	15.26667	55.3	15.26667_55.3
Kattegat	12.10683	56.5485	12.10683_56.5485
5	12.61833	56.38	12.61833_56.38
24	18.41533	59.36067	18.41533_59.36067
22	21.50617	65.2635	21.50617_65.2635
Bornholm Basin	16.17167	55.435	16.17167_55.435
18	18.43233	63.04733	18.43233_63.04733
Bornholm Basin	15.69333	55.099	15.69333_55.099
Skagerrak	10.66833	57.79667	10.66833_57.79667
18	18.83483	63.1875	18.83483_63.1875
Bornholm Basin	15.33227	55.3834	15.33227_55.3834
Skagerrak	10.81617	58.672	10.81617_58.672
1n	11.242	58.3525	11.242_58.3525
Kattegat	12.2	56.8	12.2_56.8
Skagerrak	9.93333	58.38333	9.93333_58.38333
Kattegat	10.99417	57.65133	10.99417_57.65133
Skagerrak	10.8	58.1	10.8_58.1
Bothnian Sea	20.93357	61.13357	20.93357_61.13357
Kattegat	12.26517	56.9	12.26517_56.9
Skagerrak	10.13333	57.70833	10.13333_57.70833
Bornholm Basin	15.80667	55.65567	15.80667_55.65567
Bornholm Basin	14.255	54.02	14.255_54.02
North Sea	0.06667	54.96667	0.06667_54.96667
Bornholm Basin	14.86693	55.61692	14.86693_55.61692
Bothnian Sea	19.95	61.06667	19.95_61.06667
Bornholm Basin	15.9846	55.2499	15.9846_55.2499
21	20.755	63.74333	20.755_63.74333
Bothnian Sea	18.75783	62.653	18.75783_62.653
Skagerrak	9.28333	57.78333	9.28333_57.78333
Northern Baltic Proper	20.58333	58.61667	20.58333_58.61667
Arkona Basin	13.30102	55.01588	13.30102_55.01588
Skagerrak	10.6	58.33333	10.6_58.33333
Western Gotland Basin	17.66883	57.11713	17.66883_57.11713
20	19.80867	63.52517	19.80867_63.52517
Eastern Gotland Basin	19.58578	56.63408	19.58578_56.63408
2	11.57933	58.38633	11.57933_58.38633
Skagerrak	10.7525	58.05583	10.7525_58.05583
22	23.42507	65.79643	23.42507_65.79643
North Sea	4.1605	59.17117	4.1605_59.17117
Western Gotland Basin	19.0575	58.47133	19.0575_58.47133
Bornholm Basin	15.49	54.62333	15.49_54.62333
Northern Baltic Proper	19.15932	58.93603	19.15932_58.93603
2	11.74333	57.975	11.74333_57.975
22	23.336	65.74667	23.336_65.74667
Bornholm Basin	15.325	55.10667	15.325_55.10667
Eastern Gotland Basin	18.8795	57.06917	18.8795_57.06917
18	18.53517	63.07417	18.53517_63.07417
Bothnian Bay	23.4	65.41667	23.4_65.41667
Kattegat	12.1114	56.66872	12.1114_56.66872
Bothnian Sea	18.23333	61.1835	18.23333_61.1835
8	16.61167	57.03	16.61167_57.03
