depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
10.00	4	3	7.97	3.02	64.00	15.00	2.50			4.85	1.30	37.00	8.12	1.25			26.95	4.17	33.00	33.30	16.80										4.66	1.05	52.00	7.10	1.67			26.24	4.28	53.00	34.50	17.34			7.70	0.68	64.00	9.13	5.20			0.17	0.16	69.00	0.78	0.02			0.11	0.08	69.00	0.44	0.02			3.19	3.28	65.00	14.90	0.10			2.55	2.95	44.00	13.73	0.10			0.71	0.58	68.00	3.75	0.05			1.88	1.66	67.00	7.50	0.10			2.47	2.00	66.00	10.70	0.10																															16.91	4.03	66.00	32.90	10.00			0.55	0.19	65.00	1.10	0.20			7.70	0.68	64.00	9.13	5.20			3.83	3.46	68.00	15.42	0.10			26.62	4.07	70.00	34.50	16.80	33.44	20.18	4.76	1.18	69.00	8.12	1.25		
10.00	5	3	7.33	2.55	72.00	14.00	3.00			8.35	1.21	40.00	10.98	6.34			24.91	3.93	36.00	34.48	16.78										7.59	1.36	57.00	11.02	4.95			25.76	4.22	60.00	33.61	16.82			7.28	0.47	70.00	8.45	5.48			0.10	0.11	74.00	0.57	0.02			0.09	0.10	73.00	0.58	0.02			2.15	2.57	64.00	9.28	0.02			1.35	1.71	47.00	6.49	0.09			0.81	0.84	70.00	6.10	0.05			1.68	1.31	72.00	6.90	0.10			2.27	3.18	72.00	26.75	0.20																															16.41	3.11	70.00	26.30	9.40			0.47	0.18	70.00	1.30	0.20			7.28	0.47	70.00	8.45	5.48			2.73	3.13	70.00	12.70	0.10			25.76	4.06	76.00	34.48	16.78	32.90	19.59	7.86	1.42	76.00	11.02	4.95	10.38	5.52
10.00	6	3	6.55	2.19	69.00	12.00	2.50			12.42	2.43	36.00	18.65	7.61			25.99	4.42	33.00	32.68	17.40										11.98	2.13	53.00	16.44	6.20			26.08	3.95	55.00	33.40	17.45			6.64	0.41	64.00	7.71	5.73			0.07	0.04	67.00	0.29	0.02			0.06	0.06	66.00	0.31	0.02			1.21	1.90	45.00	10.24	0.02			0.77	1.82	43.00	10.55	0.10			0.56	0.61	66.00	3.10	0.04			0.98	0.91	66.00	3.00	0.10			2.29	1.21	68.00	6.00	0.30																															15.27	3.22	67.00	25.20	9.90			0.43	0.13	65.00	0.90	0.12			6.64	0.41	64.00	7.71	5.73			1.43	2.18	66.00	11.75	0.10			26.33	4.11	73.00	33.40	17.40			12.16	2.27	74.00	18.65	6.20	15.89	8.47
10.00	7	3	7.83	2.72	68.00	16.00	3.50			15.89	1.28	40.00	19.58	13.14			26.07	3.38	38.00	32.32	21.15										15.51	1.46	50.00	19.60	12.89			26.83	2.92	49.00	32.05	20.73			6.04	0.39	63.00	6.88	4.89			0.06	0.04	66.00	0.15	0.02			0.05	0.05	66.00	0.27	0.02			0.43	0.67	48.00	3.01	0.02			0.34	0.59	43.00	2.82	0.10			0.52	0.58	66.00	2.73	0.02			0.75	0.88	64.00	3.80	0.10			1.75	0.81	67.00	4.50	0.41																															14.54	2.99	64.00	22.60	7.70			0.46	0.16	64.00	1.20	0.12			6.04	0.39	63.00	6.88	4.89			0.86	1.12	66.00	5.87	0.10			26.67	3.21	71.00	32.32	20.73	31.29	21.43	15.62	1.35	71.00	19.60	12.89	17.95	13.40
10.00	8	3	7.86	2.14	71.00	13.00	4.00			18.03	1.38	45.00	20.98	13.17			25.94	3.16	43.00	32.93	21.34										17.61	1.72	56.00	20.80	10.82			26.71	3.15	57.00	33.73	20.82			5.75	0.39	68.00	6.79	4.77			0.07	0.05	75.00	0.30	0.02			0.04	0.05	74.00	0.32	0.02			0.28	0.71	51.00	4.82	0.02			0.30	0.77	46.00	4.93	0.10			0.36	0.39	73.00	2.55	0.02			1.07	0.99	71.00	4.60	0.10			1.88	1.41	74.00	9.50	0.10																															14.27	2.65	68.00	23.40	9.10			0.46	0.20	68.00	1.63	0.20			5.74	0.38	73.00	6.79	4.77			0.55	0.79	73.00	5.08	0.02			26.54	3.10	82.00	32.93	20.82			17.85	1.43	82.00	20.98	13.17		
10.00	9	3	8.23	2.87	74.00	19.00	3.00			16.69	0.98	56.00	18.59	14.67			27.61	3.15	53.00	33.18	19.46										16.47	1.92	58.00	20.90	10.10			27.88	3.38	60.00	34.30	19.46			5.51	0.56	73.00	6.74	4.04			0.10	0.06	78.00	0.27	0.02			0.10	0.15	77.00	0.72	0.02			0.33	0.44	54.00	2.30	0.02			0.28	0.39	50.00	1.82	0.07			0.46	0.38	76.00	2.00	0.02			1.85	1.32	76.00	7.30	0.20			1.99	1.05	72.00	6.00	0.39																															13.39	2.45	73.00	17.70	6.80			0.48	0.11	73.00	0.78	0.25			5.52	0.54	79.00	6.74	4.04			0.79	0.72	76.00	3.05	0.10			27.79	3.22	92.00	34.30	19.46			16.47	1.63	93.00	20.90	10.10		
10.00	10	3	7.78	1.80	67.00	12.00	4.00			14.21	1.22	35.00	16.76	12.09			27.37	3.96	32.00	33.48	20.01										13.69	1.45	52.00	17.76	10.60			27.89	4.05	55.00	33.49	19.85			5.79	0.51	71.00	6.80	4.34			0.15	0.09	71.00	0.43	0.02			0.14	0.13	71.00	0.56	0.02			0.65	0.74	63.00	3.30	0.08			0.71	0.76	42.00	3.01	0.10			0.52	0.36	70.00	1.44	0.10			2.20	1.39	69.00	6.40	0.10			2.25	1.26	70.00	5.10	0.20																															13.89	2.50	68.00	20.80	8.50			0.52	0.15	67.00	1.29	0.19			5.79	0.51	71.00	6.80	4.34			1.23	0.89	70.00	4.11	0.10			27.78	3.84	71.00	33.48	20.01			13.77	1.40	71.00	17.76	10.60		
10.00	11	3	7.59	2.48	66.00	13.00	3.00			10.46	1.43	37.00	13.26	7.00			28.35	3.08	34.00	34.85	23.90										9.83	1.48	53.00	12.91	7.01			28.62	2.94	55.00	33.55	22.79			6.28	0.55	69.00	7.86	4.03			0.29	0.14	71.00	0.87	0.03			0.33	0.26	70.00	1.40	0.02			1.85	1.52	70.00	10.18	0.12			2.35	1.86	40.00	10.41	0.10			0.88	0.63	69.00	2.94	0.02			3.56	1.76	68.00	8.40	0.20			1.93	1.44	70.00	7.81	0.20																															14.53	2.29	67.00	21.20	9.80			0.66	0.17	68.00	1.08	0.29			6.28	0.55	69.00	7.86	4.03			2.99	1.65	69.00	10.41	0.25			28.67	2.91	72.00	34.85	22.79	32.88	24.01	10.08	1.48	72.00	13.26	7.00	12.30	7.43
10.00	12	3	7.58	2.85	59.00	16.00	2.50			7.35	1.93	33.00	11.08	1.46			27.99	3.27	30.00	33.25	21.69										7.11	1.75	51.00	10.03	1.58			28.74	3.14	53.00	33.97	21.79			6.67	0.68	67.00	7.84	3.47			0.43	0.10	69.00	0.67	0.22	0.62	0.26	0.41	0.27	69.00	1.52	0.06	0.94	0.11	3.89	1.64	69.00	10.12	1.39	6.38	1.64	4.35	1.84	40.00	10.49	1.83			0.98	0.63	68.00	2.71	0.05			5.20	2.10	67.00	12.40	1.10			1.23	0.99	69.00	5.07	0.20	3.32	0.20																													16.29	2.96	66.00	23.90	11.30			0.70	0.14	66.00	0.98	0.31			6.67	0.68	67.00	7.84	3.47			5.32	1.80	68.00	11.97	2.50			28.73	3.15	69.00	33.97	21.69	33.39	23.10	7.13	1.76	68.00	11.08	1.46		
15.00	1	3	6.90	2.69	53.00	16.00	3.80			4.85	1.69	41.00	8.20	1.33			29.01	2.52	37.00	33.99	22.87										4.33	1.94	50.00	8.27	-0.48			29.43	2.60	54.00	34.24	23.03			7.18	0.54	65.00	8.26	5.29			0.58	0.11	66.00	0.81	0.34			0.41	0.36	66.00	1.60	0.03			6.87	2.25	66.00	14.11	1.45			6.64	2.22	43.00	12.47	1.48			0.86	0.48	65.00	2.15	0.05			7.74	2.50	66.00	12.80	1.80			0.86	1.01	63.00	6.10	0.10																															18.62	3.45	64.00	26.80	10.40			0.84	0.15	64.00	1.50	0.56			7.15	0.53	71.00	8.26	5.29			8.19	2.59	65.00	16.72	1.78			29.28	2.53	71.00	34.24	22.87			4.54	1.87	72.00	8.27	-0.48	7.78	1.27
15.00	2	3	6.79	2.97	63.00	15.00	3.00			3.89	1.95	41.00	6.86	-0.51			29.70	3.15	37.00	33.98	23.53										3.78	1.66	59.00	7.51	-0.87			29.77	2.70	66.00	34.62	22.40			7.41	0.62	73.00	8.75	5.63			0.59	0.15	76.00	0.83	0.08			0.32	0.32	76.00	1.71	0.02			8.14	2.70	75.00	14.53	1.06			8.22	3.11	49.00	14.96	0.85			0.67	0.84	75.00	6.90	0.05			7.90	3.31	75.00	15.80	0.20			1.92	3.81	69.00	18.80	0.10																															19.17	3.51	74.00	26.80	12.20			0.83	0.14	73.00	1.40	0.56			7.41	0.62	73.00	8.75	5.63			9.01	3.20	75.00	15.74	0.99			29.85	2.74	79.00	34.62	23.53	33.51	24.62	3.70	1.79	79.00	6.86	-0.87	6.40	0.42
15.00	3	3	6.13	2.24	64.00	12.00	2.90			3.36	1.64	36.00	6.36	-0.51			28.39	3.43	34.00	34.36	22.02										3.19	1.43	51.00	6.41	0.04			29.01	3.41	53.00	34.34	19.81			7.77	0.82	66.00	10.46	5.69			0.42	0.21	65.00	0.84	0.03			0.21	0.16	66.00	0.90	0.02			6.98	3.66	64.00	17.59	0.10			6.21	3.88	42.00	12.57	0.10			0.54	0.60	66.00	4.05	0.05			4.98	3.37	66.00	12.60	0.10			4.14	5.05	66.00	30.00	0.10																															19.24	4.68	64.00	36.90	12.50			0.73	0.15	63.00	1.14	0.32			7.77	0.82	66.00	10.46	5.69			7.34	4.13	66.00	20.23	0.10			28.76	3.36	67.00	34.36	19.81			3.24	1.48	68.00	6.36	-0.51	5.59	0.57
15.00	4	3	7.97	3.02	64.00	15.00	2.50			4.99	1.02	37.00	7.66	3.00			29.01	3.78	33.00	34.46	20.73										4.69	0.95	53.00	7.10	2.13			28.41	3.78	53.00	34.60	18.89			7.42	0.73	65.00	8.80	5.10			0.24	0.21	68.00	0.86	0.02			0.15	0.11	68.00	0.45	0.02			4.46	3.75	67.00	16.40	0.10			3.68	3.60	43.00	13.09	0.10			0.80	0.65	67.00	4.30	0.10			2.46	1.78	66.00	7.50	0.10			2.25	2.02	66.00	9.20	0.10																															17.26	4.75	64.00	35.20	11.20			0.60	0.28	62.00	2.00	0.24			7.42	0.73	65.00	8.80	5.10			5.27	3.94	67.00	17.03	0.20			28.64	3.71	69.00	34.60	18.89			4.80	1.01	70.00	7.66	2.13	6.28	3.29
15.00	5	3	7.33	2.55	72.00	14.00	3.00			7.41	0.98	40.00	9.81	5.31			28.71	3.09	36.00	34.70	21.14										6.88	1.19	55.00	10.97	4.20			28.51	3.69	60.00	33.93	18.38			7.11	0.44	69.00	8.10	5.77			0.16	0.14	73.00	0.60	0.02			0.13	0.11	72.00	0.60	0.02			3.22	3.37	69.00	11.20	0.03			2.31	2.35	46.00	10.63	0.08			1.12	0.83	70.00	5.40	0.03			2.00	1.31	71.00	5.20	0.25			1.45	1.25	72.00	6.50	0.10																															15.73	3.73	69.00	25.40	8.90			0.47	0.19	68.00	1.09	0.14			7.11	0.44	69.00	8.10	5.77			4.24	3.99	70.00	14.42	0.10			28.74	3.56	75.00	34.70	18.38			7.09	1.22	75.00	10.97	4.20		
15.00	6	3	6.55	2.19	69.00	12.00	2.50			11.03	1.94	36.00	16.39	7.39			29.14	3.31	33.00	33.30	22.32										10.59	1.90	52.00	14.56	6.00			29.12	3.05	55.00	33.40	21.74			6.50	0.44	66.00	7.82	5.21			0.09	0.06	67.00	0.25	0.02			0.09	0.09	67.00	0.35	0.02			1.45	1.99	54.00	10.36	0.02			1.30	2.06	42.00	10.68	0.10			0.82	0.72	67.00	3.37	0.05			1.23	1.12	65.00	4.70	0.10			2.06	1.26	66.00	5.65	0.30																															14.86	3.71	65.00	26.70	8.70			0.42	0.13	63.00	0.83	0.11			6.50	0.44	66.00	7.82	5.21			2.07	2.48	66.00	12.21	0.10			29.34	3.15	73.00	33.40	22.32			10.79	1.96	73.00	16.39	6.00		
15.00	7	3	7.83	2.72	68.00	16.00	3.50			14.93	1.27	40.00	17.97	11.88			28.27	3.38	38.00	32.80	21.42										14.54	1.27	50.00	16.93	10.80			28.98	2.50	49.00	32.60	22.93			5.89	0.45	63.00	6.78	4.43			0.08	0.07	66.00	0.34	0.02			0.07	0.07	66.00	0.25	0.02			0.66	1.05	50.00	5.63	0.02			0.47	0.96	43.00	5.87	0.10			0.76	0.70	66.00	3.08	0.04			1.17	1.49	64.00	7.60	0.10			1.57	0.78	67.00	3.60	0.43																															13.49	3.25	64.00	27.25	8.00			0.44	0.15	64.00	1.10	0.14			5.89	0.45	63.00	6.78	4.43			1.32	1.57	66.00	7.66	0.10			28.76	2.98	71.00	32.80	21.42	32.10	22.48	14.67	1.33	71.00	17.97	10.80	16.67	12.41
15.00	8	3	7.84	2.16	71.00	13.00	4.00			17.05	1.34	45.00	19.40	10.71			28.88	2.73	43.00	34.16	23.64										16.55	1.49	55.00	19.85	10.36			28.87	2.68	57.00	33.73	23.65			5.49	0.53	70.00	6.88	3.81			0.10	0.08	74.00	0.40	0.02			0.08	0.10	73.00	0.56	0.02			0.38	0.69	57.00	4.64	0.02			0.41	0.77	45.00	4.74	0.10			0.51	0.48	72.00	2.77	0.02			1.59	1.64	71.00	8.00	0.10			1.70	1.34	72.00	9.40	0.10																															13.20	2.68	68.00	20.00	5.90			0.43	0.12	67.00	0.73	0.20			5.48	0.52	75.00	6.88	3.81			0.86	0.97	72.00	4.81	0.02			29.07	2.60	82.00	34.16	23.64			16.85	1.38	82.00	19.85	10.71		
15.00	9	3	8.23	2.87	74.00	19.00	3.00			16.52	0.98	56.00	18.16	13.61			29.41	3.02	53.00	33.32	20.97										16.27	1.85	59.00	19.39	9.10			29.84	2.89	60.00	34.40	21.11			5.28	0.55	73.00	6.39	3.68			0.13	0.08	76.00	0.36	0.02			0.17	0.24	77.00	1.13	0.02			0.44	0.66	61.00	3.80	0.05			0.45	0.68	50.00	2.90	0.08			0.57	0.51	76.00	3.18	0.02			2.26	1.74	76.00	10.60	0.10			1.52	1.13	72.00	5.70	0.10																															12.43	2.07	73.00	16.90	7.60			0.46	0.10	72.00	0.65	0.30			5.28	0.53	79.00	6.39	3.68			1.08	1.03	76.00	4.73	0.10			29.75	2.87	92.00	34.40	20.97			16.28	1.59	93.00	19.39	9.10		
15.00	10	3	7.78	1.80	67.00	12.00	4.00			14.39	1.23	35.00	16.59	12.09			28.57	3.93	32.00	33.72	20.04										13.80	1.44	54.00	17.41	10.93			29.11	3.63	55.00	33.74	20.17			5.57	0.61	71.00	6.58	3.43			0.19	0.12	71.00	0.64	0.02			0.20	0.22	71.00	1.30	0.02			0.81	0.99	64.00	4.20	0.07			0.91	1.07	42.00	5.10	0.10			0.66	0.52	70.00	2.84	0.02			2.83	2.30	69.00	12.50	0.10			1.74	1.77	70.00	13.80	0.10																															13.38	2.81	69.00	21.35	5.90			0.53	0.14	67.00	0.94	0.24			5.57	0.61	71.00	6.58	3.43			1.60	1.31	70.00	6.51	0.10			28.97	3.58	71.00	33.72	20.04			13.93	1.40	71.00	17.41	10.93		
15.00	11	3	7.56	2.48	65.00	13.00	3.00			10.73	1.41	37.00	13.29	6.87			29.48	2.58	34.00	34.94	25.34										10.23	1.47	52.00	13.21	6.83			29.67	2.67	54.00	34.79	23.30			6.10	0.46	68.00	7.07	4.21			0.32	0.14	70.00	0.86	0.04			0.36	0.26	69.00	1.40	0.02			1.75	1.49	69.00	10.20	0.15			2.24	1.84	40.00	10.42	0.10			0.87	0.64	69.00	2.96	0.02			3.61	1.60	67.00	8.80	0.70			1.61	1.22	70.00	5.20	0.20																															14.48	3.81	67.00	36.10	9.60			0.66	0.17	67.00	1.32	0.32			6.10	0.46	68.00	7.07	4.21			2.91	1.54	69.00	10.42	0.16			29.61	2.58	71.00	34.94	23.30	33.28	25.76	10.41	1.44	71.00	13.29	6.87	12.55	8.22
15.00	12	3	7.58	2.85	59.00	16.00	2.50			7.91	1.82	33.00	11.44	2.90			29.44	3.16	30.00	34.09	22.60										7.46	1.73	51.00	10.82	3.70			29.63	2.89	53.00	34.07	22.62			6.52	0.57	67.00	7.80	4.70			0.46	0.10	69.00	0.73	0.24	0.63	0.29	0.43	0.26	69.00	1.55	0.03	0.89	0.10	3.96	1.70	69.00	11.02	0.36	6.51	1.65	4.55	1.80	40.00	11.40	2.16			0.91	0.63	68.00	2.25	0.05			5.18	2.14	67.00	14.50	1.00			0.99	0.81	69.00	3.75	0.20	2.72	0.20																													16.07	3.67	66.00	31.20	11.00			0.71	0.14	66.00	1.17	0.37			6.52	0.57	67.00	7.80	4.70			5.32	1.77	68.00	12.79	1.71			29.68	2.93	69.00	34.09	22.60	33.75	24.67	7.55	1.74	68.00	11.44	2.90		
20.00	1	3	6.90	2.69	53.00	16.00	3.80			5.37	1.64	41.00	8.63	1.79			30.17	2.43	37.00	34.12	23.81										4.94	1.63	50.00	8.71	1.85			30.52	2.34	56.00	34.37	23.91			7.00	0.48	66.00	8.14	5.75			0.60	0.10	66.00	0.80	0.34			0.45	0.42	66.00	2.03	0.02			6.91	2.06	66.00	12.92	1.39			6.73	2.16	43.00	10.73	1.43			0.76	0.50	64.00	2.05	0.05			7.49	2.21	66.00	12.50	1.80			0.71	0.95	64.00	5.90	0.10																															17.86	3.52	66.00	25.80	10.10			0.82	0.13	66.00	1.20	0.56			6.97	0.48	72.00	8.14	5.75	7.58	6.23	8.15	2.45	64.00	16.18	1.76			30.41	2.27	72.00	34.37	23.81	33.41	26.48	5.12	1.64	72.00	8.71	1.79	8.04	2.24
20.00	2	3	6.79	2.97	63.00	15.00	3.00			4.45	1.81	41.00	8.55	-0.35			31.04	2.61	37.00	34.43	24.15										4.63	1.59	59.00	8.59	1.80			31.37	2.11	67.00	34.69	25.33			7.01	0.68	73.00	9.01	5.09			0.63	0.15	76.00	1.10	0.08			0.34	0.34	76.00	1.70	0.02			8.54	2.50	75.00	14.79	0.79			8.47	2.90	49.00	14.69	0.82			0.65	0.86	75.00	6.85	0.05			7.82	2.97	75.00	15.60	0.40			1.32	3.06	69.00	18.10	0.10																															18.98	3.91	73.00	28.80	11.20			0.86	0.16	73.00	1.55	0.58			7.02	0.69	74.00	9.01	5.09			9.43	3.07	75.00	16.32	0.82			31.34	2.31	79.00	34.69	24.15	34.28	27.38	4.53	1.74	79.00	8.55	-0.35	7.23	1.99
20.00	3	3	6.13	2.24	64.00	12.00	2.90			3.99	1.43	36.00	6.39	-0.35			30.43	2.49	34.00	34.50	24.95										3.70	1.43	51.00	6.90	0.60			30.74	2.51	55.00	34.61	24.02			7.32	0.63	64.00	8.60	5.60			0.49	0.18	65.00	0.89	0.06			0.24	0.16	65.00	0.84	0.04			7.80	3.09	65.00	17.78	0.44			7.63	3.02	42.00	13.16	0.48			0.60	0.64	65.00	4.20	0.05			5.72	2.76	65.00	11.80	0.30			3.19	3.34	65.00	16.60	0.10																															19.09	3.84	63.00	29.60	11.00			0.78	0.14	62.00	1.13	0.37			7.33	0.63	65.00	8.60	5.60			8.62	3.45	65.00	20.49	0.48			30.52	2.54	67.00	34.50	24.02			3.75	1.44	68.00	6.90	-0.35	6.25	1.38
20.00	4	3	7.97	3.02	64.00	15.00	2.50			5.19	0.91	37.00	6.99	2.99			31.02	2.99	33.00	34.74	23.38										4.79	0.88	51.00	7.00	2.80			30.36	3.00	55.00	34.80	20.47			7.14	0.73	64.00	8.64	5.20			0.33	0.23	68.00	0.92	0.02			0.19	0.14	68.00	0.77	0.02			5.92	3.95	68.00	16.77	0.10			5.02	3.45	43.00	12.98	0.10			1.00	0.75	67.00	4.90	0.09			3.24	2.21	66.00	9.20	0.10			2.30	2.95	66.00	18.00	0.10																															17.52	4.57	64.00	29.90	10.60			0.62	0.21	63.00	1.13	0.26			7.14	0.73	64.00	8.64	5.20			7.02	4.15	67.00	18.80	0.30			30.52	2.95	68.00	34.80	20.47			4.95	0.93	68.00	7.00	2.80		
20.00	5	3	7.33	2.55	72.00	14.00	3.00			6.75	1.02	40.00	9.61	4.33			31.48	2.00	36.00	34.74	26.04										6.20	0.85	56.00	8.00	4.30			31.61	2.15	62.00	34.72	24.11			6.82	0.51	70.00	8.20	4.70			0.29	0.17	73.00	0.80	0.03			0.19	0.12	72.00	0.62	0.02			4.47	3.42	72.00	12.42	0.10			4.15	2.83	46.00	11.94	0.10			1.36	0.88	70.00	6.00	0.20			2.86	1.66	71.00	8.20	0.35			0.93	1.35	70.00	10.70	0.10																															15.61	3.69	68.00	24.40	8.80			0.54	0.20	67.00	1.05	0.19			6.82	0.51	70.00	8.20	4.70			5.76	3.85	70.00	17.30	0.10			31.54	2.07	75.00	34.74	24.11			6.39	1.00	75.00	9.61	4.30		
20.00	6	3	6.55	2.19	69.00	12.00	2.50			9.95	1.69	36.00	14.39	6.43			31.14	2.13	33.00	33.86	26.24										9.44	1.56	52.00	12.80	5.90			31.25	2.14	58.00	33.87	24.89			6.26	0.41	64.00	7.00	5.11			0.13	0.09	66.00	0.41	0.02			0.14	0.10	66.00	0.46	0.02			1.99	2.03	61.00	9.35	0.02			2.00	2.22	41.00	9.67	0.10			1.08	0.87	66.00	3.37	0.09			2.16	2.00	64.00	8.30	0.10			1.63	1.21	66.00	4.83	0.20																															14.06	2.92	63.00	22.10	8.60			0.43	0.13	60.00	0.81	0.16			6.26	0.41	64.00	7.00	5.11			3.04	2.79	66.00	11.58	0.10			31.34	2.08	73.00	33.86	25.30			9.71	1.70	73.00	14.39	5.90		
20.00	7	3	7.83	2.72	68.00	16.00	3.50			13.70	1.23	40.00	16.84	11.97			30.40	2.10	38.00	33.72	24.26										13.37	1.28	49.00	15.66	10.20			30.77	1.63	52.00	33.31	24.85			5.64	0.45	64.00	6.78	4.53			0.13	0.09	66.00	0.37	0.02			0.12	0.10	66.00	0.39	0.01			1.04	1.39	60.00	6.15	0.02			0.92	1.34	43.00	6.41	0.10			1.24	0.92	66.00	3.96	0.08			2.18	2.04	64.00	10.50	0.10			1.24	1.04	67.00	5.30	0.30																															13.28	2.97	64.00	20.90	7.80			0.45	0.15	64.00	1.00	0.10			5.64	0.45	64.00	6.78	4.53			2.31	2.12	66.00	9.67	0.15			30.65	1.80	71.00	33.72	24.26	32.79	27.38	13.53	1.31	71.00	16.84	10.20	15.47	11.48
20.00	8	3	7.84	2.16	71.00	13.00	4.00			16.13	1.39	45.00	17.82	10.05			30.83	1.85	43.00	34.50	24.07										15.70	1.51	55.00	17.79	10.02			30.73	1.84	60.00	34.28	24.86			5.27	0.60	71.00	6.60	3.03			0.13	0.10	74.00	0.45	0.02			0.14	0.15	73.00	0.76	0.02			0.64	0.93	60.00	5.34	0.02			0.72	0.90	45.00	5.39	0.10			0.85	0.74	72.00	3.66	0.02			2.37	1.99	71.00	8.20	0.10			1.32	1.27	73.00	6.40	0.10																															13.01	2.81	68.00	21.10	7.70			0.45	0.12	67.00	0.80	0.19			5.26	0.60	76.00	6.60	3.03			1.51	1.44	72.00	6.22	0.02			30.73	1.88	82.00	34.50	24.07			15.98	1.41	82.00	17.82	10.05		
20.00	9	3	8.23	2.87	74.00	19.00	3.00			16.35	0.95	56.00	18.02	13.10			30.94	2.29	53.00	33.56	24.55										15.87	1.88	58.00	18.74	8.80			31.17	2.23	63.00	34.50	24.42			4.98	0.54	74.00	5.96	3.54			0.19	0.12	78.00	0.62	0.02			0.29	0.29	77.00	1.40	0.02			0.81	1.07	70.00	6.38	0.06			0.86	0.89	50.00	3.76	0.08			0.77	0.60	76.00	3.10	0.02			3.32	2.34	76.00	11.70	0.20			1.02	0.79	72.00	3.80	0.10																															12.54	2.31	73.00	20.80	8.80			0.49	0.13	72.00	0.93	0.28			4.99	0.53	80.00	5.96	3.54			1.78	1.39	76.00	7.78	0.10			31.23	2.12	92.00	34.50	24.55			16.00	1.60	93.00	18.74	8.80		
20.00	10	3	7.78	1.80	67.00	12.00	4.00			14.56	1.10	35.00	16.66	12.04			30.11	3.29	32.00	33.83	20.86										13.89	1.62	53.00	16.96	8.41			30.74	3.02	58.00	34.48	21.98			5.35	0.59	71.00	6.43	3.94			0.24	0.17	71.00	0.89	0.02			0.30	0.27	71.00	1.23	0.02			1.16	1.64	68.00	10.54	0.10			1.45	1.89	42.00	11.32	0.10			0.78	0.61	69.00	3.36	0.08			3.47	2.32	69.00	11.60	0.20			1.16	0.82	70.00	3.48	0.10																															12.90	2.40	69.00	20.20	8.10			0.54	0.17	68.00	1.14	0.28			5.35	0.59	71.00	6.43	3.94			2.21	1.86	69.00	11.58	0.10			30.67	2.98	71.00	34.48	20.86			13.99	1.52	71.00	16.96	8.41		
