depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p
15.00	1	14	7.81	2.45	26	13.50	3.50			2.06	1.21	22	4.18	-0.10			6.78	0.34	21	7.23	6.17			8.78	0.31	5	9.08	8.27			1.82	0.94	5	3.00	0.60			6.97	0.37	6	7.33	6.50			9.16	0.38	2	9.43	8.89			0.87	0.21	27	1.41	0.61	1.16	0.63	0.10	0.02	6	0.14	0.08			6.31	0.90	6	7.55	5.09			5.02	0.71	22	6.86	3.71			0.11	0.19	26	0.99	0.00			19.32	3.04	23	24.88	15.50			0.47	0.30	27	1.82	0.23	0.77	0.25			0							0					7.60		1	7.60	7.60			1.61	0.01	3	1.63	1.60		
15.00	2	14	9.29	3.37	28	14.50	3.00			1.17	0.94	23	3.38	-0.22			6.72	0.27	23	7.24	6.11			9.41	0.80	5	10.71	8.52			0.97	1.06	6	2.10	-0.30			6.79	0.34	8	7.34	6.43			9.85	0.56	4	10.22	9.01			0.82	0.17	29	1.22	0.55	1.08	0.60	0.16	0.03	7	0.19	0.11			6.35	1.14	7	7.55	4.48			5.27	0.73	24	6.92	4.11			0.10	0.07	29	0.27	0.04	0.24	0.04	18.83	3.20	25	25.10	12.40			0.48	0.21	28	1.40	0.20					0							0					7.80	0.05	2	7.84	7.77			1.61	0.02	3	1.63	1.59		
15.00	3	14	9.81	2.16	29	15.75	5.80			1.31	1.00	25	3.61	-0.02			6.63	0.31	25	7.29	6.10			9.70	0.57	7	10.55	8.96			1.47	1.01	6	2.50	0.03			6.81	0.30	8	7.30	6.38			9.70	0.77	4	10.65	8.78			0.65	0.14	30	0.84	0.24	0.82	0.47	0.19	0.11	7	0.34	0.01			4.56	0.97	7	6.02	3.49			3.79	1.14	25	5.24	1.10			0.11	0.06	30	0.27	0.04	0.23	0.06	17.60	2.48	26	22.68	13.57			1.86	1.05	29	4.62	0.58					0							0					7.98	0.09	2	8.04	7.92			1.59	0.05	3	1.63	1.54		
15.00	4	14	7.76	1.68	29	12.07	5.25	11.60	5.87	2.99	0.97	24	5.06	1.45			6.45	0.26	24	7.05	6.01			9.63	0.50	7	10.58	9.09			2.59	1.00	5	3.33	0.83			6.45	0.31	7	6.83	5.96			10.45	0.82	3	11.31	9.68			0.29	0.11	29	0.44	0.07	0.44	0.12	0.08	0.06	6	0.15	0.01			0.91	1.15	6	3.15	0.05			0.28	0.29	24	0.86	0.02			0.08	0.02	29	0.14	0.04	0.12	0.05	10.31	2.92	25	16.35	5.78			3.38	1.05	29	5.79	1.63	5.09	1.78			0							0					8.20	0.04	2	8.23	8.18			1.58	0.05	3	1.64	1.53		
15.00	5	14	8.64	1.42	28	11.00	4.65			6.54	0.94	24	8.10	4.33			6.25	0.21	24	6.71	5.85			8.77	0.31	7	9.19	8.41			6.20	1.40	5	8.35	4.75			6.42	0.24	5	6.75	6.13			8.88	0.32	3	9.08	8.51			0.16	0.10	29	0.34	0.03	0.32	0.04	0.01	0.01	6	0.02	0.00			0.05	0.02	6	0.08	0.03			0.05	0.05	24	0.21	0.01			0.08	0.03	29	0.17	0.04	0.14	0.04	7.86	3.55	25	14.50	2.85			1.73	0.44	29	2.54	1.14	2.47	1.15			0							0					8.20	0.22	2	8.36	8.04			1.54	0.04	3	1.58	1.51		
15.00	6	14	6.88	1.44	29	9.75	3.95	9.09	4.52	9.77	1.63	24	12.87	5.60			6.16	0.24	24	6.69	5.79			7.38	0.43	7	7.79	6.72			9.74	2.10	5	12.70	7.20			6.32	0.21	5	6.57	6.04			7.87	0.10	3	7.96	7.76			0.16	0.11	29	0.60	0.06	0.33	0.07	0.01	0.00	6	0.02	0.01			0.07	0.04	6	0.15	0.03			0.09	0.16	24	0.74	0.01			0.13	0.11	29	0.57	0.04	0.34	0.04	9.07	3.17	25	15.19	4.15			1.85	0.60	29	3.29	0.80	3.07	0.93			0							0					8.16	0.15	2	8.27	8.05			1.52	0.02	3	1.53	1.50		
15.00	7	14	5.88	1.10	29	9.15	4.15	7.39	4.34	11.77	2.45	24	17.24	7.71			6.18	0.24	24	6.91	5.82			6.51	0.22	7	6.90	6.21			12.40	2.00	5	14.10	9.10			6.21	0.26	7	6.65	5.83			7.00	0.27	3	7.21	6.70			0.17	0.10	29	0.41	0.04	0.36	0.05	0.02	0.02	6	0.07	0.01			0.06	0.05	6	0.15	0.01			0.10	0.12	24	0.38	0.01			0.19	0.23	29	1.02	0.04	0.74	0.06	10.75	3.15	25	17.59	6.40			1.70	0.67	29	3.49	0.85	2.81	0.92			0							0					8.07	0.02	2	8.09	8.06			1.55	0.06	3	1.62	1.50		
15.00	8	14	5.88	1.00	29	8.75	4.15	7.20	4.37	13.31	3.12	24	19.18	6.58			6.24	0.24	24	6.71	5.90			5.76	0.70	7	6.51	4.67			15.21	3.39	5	18.50	11.03			6.26	0.32	7	6.65	5.89			6.08	0.36	3	6.48	5.76			0.25	0.17	29	0.65	0.04	0.62	0.06	0.03	0.02	6	0.05	0.01			1.80	3.56	6	9.02	0.04			0.43	0.63	24	2.50	0.02			0.51	0.70	29	2.71	0.02	2.16	0.06	12.39	3.68	25	21.02	6.50			1.42	0.66	29	3.29	0.46	2.37	0.62			0							0					7.92	0.13	2	8.02	7.83			1.57	0.02	3	1.60	1.55		
15.00	9	14	7.46	0.95	29	8.85	5.75	8.75	5.92	11.54	3.16	25	16.15	5.50			6.40	0.38	25	7.02	5.81			6.38	0.48	7	7.09	5.71			13.09	1.96	4	15.90	11.70			6.30	0.21	4	6.60	6.10			6.72	0.29	3	7.05	6.54			0.34	0.20	29	0.73	0.08	0.64	0.09	0.06	0.04	5	0.11	0.01			0.52	0.29	5	0.83	0.08			0.71	0.76	24	3.24	0.02			0.36	0.36	29	1.52	0.05	1.09	0.05	13.60	3.67	25	21.27	6.95			1.70	1.00	29	4.62	0.46	3.59	0.49			0							0					8.02		1	8.02	8.02			1.62	0.01	3	1.62	1.61		
15.00	10	14	8.65	1.45	29	11.30	5.25			9.29	2.04	26	12.41	5.64			6.49	0.37	26	7.15	5.56			6.99	0.27	8	7.40	6.71			9.59	1.77	5	11.30	6.85			6.47	0.53	5	7.13	5.85			7.32	0.88	3	8.14	6.38			0.43	0.18	29	0.84	0.11			0.16	0.02	5	0.18	0.12			2.34	1.68	5	4.26	0.21			0.85	0.69	24	2.23	0.07			0.46	0.43	28	1.87	0.04			14.34	2.89	25	21.25	7.50			1.41	0.63	29	3.01	0.64					0							0					7.73	0.13	2	7.83	7.64			1.60	0.05	3	1.65	1.56		
15.00	11	14	8.95	2.74	28	13.70	3.20			6.73	1.34	26	9.38	4.60			6.62	0.29	25	7.20	6.12			7.47	0.56	7	8.65	6.98			5.71	0.73	5	6.60	4.63			6.77	0.18	6	7.00	6.55			8.21	0.41	2	8.50	7.92			0.57	0.14	30	0.92	0.39	0.83	0.40	0.34	0.08	6	0.43	0.24			3.14	0.51	6	4.08	2.69			2.00	0.97	25	3.82	0.33			0.57	0.36	29	1.48	0.04			15.75	2.27	26	20.00	11.20			1.05	0.64	29	3.39	0.47					0							0					7.71	0.02	2	7.72	7.69			1.59	0.04	3	1.61	1.55		
15.00	12	14	7.64	2.53	27	13.50	3.50			4.37	1.18	25	7.38	2.06			6.70	0.36	25	7.54	5.90			8.14	0.89	7	9.50	6.57			4.00	0.56	4	4.50	3.30			6.66	0.19	4	6.94	6.50			8.53	0.35	2	8.78	8.28			0.71	0.17	29	1.18	0.48	1.05	0.50	0.33	0.10	5	0.46	0.21			4.30	0.20	5	4.56	4.01			3.85	1.10	24	6.73	2.00			0.27	0.34	29	1.19	0.00	0.89	0.04	17.70	3.06	25	24.71	11.50			0.60	0.51	29	3.21	0.20	0.76	0.36			0							0					7.90	0.06	2	7.94	7.86			1.60	0.05	3	1.64	1.55		
20.00	1	14	7.81	2.45	26	13.50	3.50			2.54	1.27	22	4.59	-0.10			6.89	0.35	21	7.61	6.19			8.61	0.61	5	9.05	7.54			1.84	0.96	5	3.00	0.50			7.00	0.37	6	7.41	6.50			8.84	0.17	2	8.96	8.72			0.89	0.22	27	1.39	0.61	1.19	0.63	0.09	0.04	6	0.17	0.06			6.24	0.85	6	7.44	5.22			4.89	0.67	22	6.46	3.69			0.08	0.04	27	0.18	0.04	0.15	0.04	19.35	3.23	23	25.74	15.45			0.44	0.26	27	1.56	0.20	0.65	0.20			0							0					7.60		1	7.60	7.60			1.62	0.02	3	1.65	1.60		
20.00	2	14	9.29	3.37	28	14.50	3.00			1.30	0.92	23	3.38	-0.19			6.76	0.24	23	7.24	6.22			9.38	0.81	5	10.70	8.49			0.95	1.06	6	2.00	-0.30			6.80	0.34	8	7.34	6.46			9.62	0.46	4	9.96	8.98			0.83	0.17	29	1.25	0.56	1.10	0.59	0.16	0.03	7	0.20	0.10			6.30	1.12	7	7.46	4.48			5.22	0.66	24	6.74	4.12			0.10	0.06	29	0.28	0.04	0.22	0.04	18.77	3.26	25	25.14	12.50			0.47	0.23	28	1.39	0.20					0							0					7.80	0.04	2	7.83	7.78			1.61	0.02	3	1.63	1.59		
20.00	3	14	9.81	2.16	29	15.75	5.80			1.40	0.95	25	3.62	-0.04			6.70	0.32	25	7.41	6.10			9.54	0.52	7	10.04	8.90			1.56	0.91	6	2.47	0.06			6.79	0.41	9	7.42	5.99			9.23	1.10	4	10.59	8.15			0.70	0.14	30	0.98	0.41	0.92	0.50	0.20	0.12	7	0.37	0.01			4.87	0.99	7	5.99	3.40			4.10	1.24	25	5.32	1.11			0.11	0.05	30	0.27	0.06	0.21	0.06	17.95	2.51	26	22.80	13.73			1.57	1.06	29	4.66	0.30					0							0					7.98	0.06	2	8.03	7.94			1.60	0.03	3	1.63	1.56		
20.00	4	14	7.76	1.68	29	12.07	5.25	11.60	5.87	2.85	1.00	24	5.03	1.24			6.52	0.24	24	7.11	6.15			9.51	0.55	7	10.54	8.89			2.52	0.88	5	3.28	1.01			6.49	0.31	7	6.84	5.96			10.18	0.59	3	10.80	9.62			0.35	0.11	29	0.52	0.18	0.50	0.20	0.09	0.06	6	0.15	0.02			0.94	1.22	6	3.28	0.03			0.61	0.51	24	1.87	0.02			0.10	0.04	29	0.20	0.05	0.18	0.06	11.00	2.78	25	16.33	6.05			3.10	0.97	29	5.82	1.52	4.43	1.77			0							0					8.20	0.03	2	8.22	8.18			1.58	0.06	3	1.64	1.53		
20.00	5	14	8.64	1.42	28	11.00	4.65			5.86	1.01	24	7.69	3.55			6.34	0.21	24	6.85	5.92			8.64	0.30	7	9.12	8.34			5.87	1.39	5	8.12	4.60			6.45	0.25	6	6.88	6.14			8.69	0.37	3	9.12	8.46			0.21	0.12	29	0.41	0.04	0.40	0.06	0.02	0.01	6	0.05	0.01			0.13	0.23	6	0.60	0.03			0.09	0.19	24	0.98	0.02			0.12	0.06	29	0.38	0.04	0.19	0.05	8.69	3.49	25	14.85	3.52			1.55	0.40	29	2.62	0.83	2.13	0.93			0							0					8.17	0.26	2	8.35	7.99			1.56	0.05	3	1.61	1.53		
20.00	6	14	6.88	1.44	29	9.75	3.95	9.09	4.52	7.95	1.92	24	11.70	3.54			6.33	0.24	24	6.84	5.92			7.20	0.36	7	7.80	6.74			7.99	2.54	5	11.02	4.47			6.45	0.14	5	6.63	6.29			7.95	0.20	3	8.12	7.73			0.28	0.14	29	0.71	0.15	0.53	0.16	0.02	0.01	6	0.04	0.01			0.14	0.07	6	0.21	0.05			0.13	0.16	24	0.81	0.02			0.29	0.20	29	0.89	0.06	0.66	0.07	11.06	3.01	25	17.14	5.97			1.27	0.35	29	1.92	0.76	1.85	0.82			0							0					8.11	0.12	2	8.20	8.02			1.55	0.01	3	1.55	1.54		
20.00	7	14	5.88	1.10	29	9.15	4.15	7.39	4.34	9.68	2.61	24	14.24	4.88			6.39	0.24	24	7.04	6.05			6.32	0.45	7	6.88	5.67			10.17	2.39	5	12.95	6.60			6.36	0.27	7	6.75	5.96			6.96	0.40	3	7.42	6.66			0.32	0.13	29	0.53	0.07	0.51	0.15	0.05	0.04	6	0.12	0.01			0.27	0.28	6	0.76	0.03			0.16	0.18	24	0.69	0.02			0.31	0.33	29	1.40	0.06	0.98	0.07	12.79	3.10	25	19.17	8.45			1.26	0.52	29	2.92	0.57	2.42	0.79			0							0					7.97	0.09	2	8.04	7.91			1.57	0.06	3	1.64	1.53		
20.00	8	14	5.88	1.00	29	8.75	4.15	7.20	4.37	10.62	2.74	24	16.36	5.06			6.46	0.26	24	7.07	6.07			5.71	0.55	7	6.53	4.91			11.99	2.16	5	14.67	9.28			6.40	0.31	7	6.75	5.99			5.83	0.16	3	6.02	5.73			0.41	0.18	29	0.83	0.11	0.75	0.17	0.05	0.02	6	0.07	0.03			0.85	0.82	6	2.02	0.07			0.61	0.58	24	2.33	0.03			0.64	0.62	29	2.38	0.01	1.89	0.07	14.42	3.35	25	21.90	9.12			0.94	0.45	29	2.55	0.25	1.46	0.27			0							0					7.90	0.10	2	7.97	7.82			1.60	0.03	3	1.64	1.57		
20.00	9	14	7.46	0.95	29	8.85	5.75	8.75	5.92	9.89	3.40	25	14.52	4.62			6.57	0.45	25	7.23	5.82			6.07	0.54	7	6.92	5.37			10.81	0.75	4	11.75	9.95			6.58	0.32	4	6.83	6.12			6.37	1.00	3	7.36	5.36			0.48	0.26	29	0.86	0.09	0.84	0.14	0.06	0.04	5	0.12	0.01			1.63	1.63	5	4.12	0.08			1.17	0.89	24	3.40	0.06			0.38	0.35	29	1.53	0.04	0.85	0.06	15.21	3.88	25	23.30	7.30			1.15	0.75	29	3.45	0.28	2.52	0.32			0							0					7.97		1	7.97	7.97			1.64	0.02	3	1.66	1.62		
20.00	10	14	8.65	1.45	29	11.30	5.25			8.28	2.29	26	12.40	4.46			6.70	0.45	26	7.65	5.70			6.65	0.45	8	7.06	5.92			9.17	2.16	5	11.30	6.22			6.64	0.56	5	7.29	6.08			6.78	1.07	3	7.60	5.57			0.54	0.25	29	1.14	0.13			0.14	0.06	5	0.20	0.07			2.91	2.12	5	4.96	0.29			1.30	0.95	24	3.34	0.14			0.45	0.35	28	1.44	0.04			15.67	3.27	25	21.36	8.80			1.01	0.43	29	2.21	0.43					0							0					7.73	0.12	2	7.82	7.65			1.60	0.05	3	1.66	1.57		
20.00	11	14	8.95	2.74	28	13.70	3.20			6.54	1.24	26	9.37	4.21			6.76	0.34	25	7.39	6.13			6.90	1.00	7	8.65	5.84			5.75	0.76	5	6.60	4.58			6.79	0.18	6	7.00	6.54			8.21	0.41	2	8.50	7.92			0.64	0.20	30	1.19	0.40	1.02	0.41	0.34	0.08	6	0.43	0.24			3.17	0.49	6	4.08	2.77			2.22	1.17	25	4.59	0.33			0.52	0.38	29	1.28	0.04			16.44	2.71	26	23.15	11.45			0.89	0.59	29	3.12	0.30					0							0					7.71	0.01	2	7.72	7.70			1.61	0.05	3	1.67	1.56		
20.00	12	14	7.64	2.53	27	13.50	3.50			4.40	1.19	25	7.47	1.64			6.82	0.46	25	8.10	5.96			7.64	1.64	7	9.40	4.69			4.00	0.69	4	4.75	3.15			6.78	0.28	5	7.20	6.50			8.49	0.40	2	8.77	8.21			0.77	0.28	29	1.65	0.47	1.42	0.50	0.34	0.06	5	0.45	0.29			4.29	0.18	5	4.54	4.04			3.76	0.99	24	6.42	2.12			0.30	0.35	29	1.42	0.01	0.92	0.04	18.50	4.26	25	30.41	11.65			0.54	0.34	29	2.23	0.20	0.67	0.28			0							0					7.91	0.04	2	7.93	7.88			1.63	0.02	3	1.65	1.61		
30.00	1	14	7.81	2.45	26	13.50	3.50			3.03	1.36	22	5.20	-0.15			7.08	0.49	21	8.62	6.25			7.97	1.33	5	8.93	5.67			1.88	1.06	5	3.00	0.20			7.13	0.41	8	7.83	6.54			8.28	1.18	24	9.44	4.20			0.98	0.31	27	2.08	0.59	1.38	0.64	0.08	0.05	6	0.17	0.04			6.21	0.72	6	7.25	5.24			4.83	0.69	22	6.00	3.68			0.12	0.12	27	0.40	0.02	0.37	0.04	20.40	4.57	23	33.95	15.20			0.40	0.15	27	0.82	0.20	0.56	0.20			0							0							0					1.64	0.04	3	1.69	1.62		
30.00	2	14	9.29	3.37	28	14.50	3.00			1.61	1.13	22	4.12	-0.17			6.86	0.23	22	7.32	6.39			9.30	0.84	5	10.70	8.48			1.05	0.94	6	1.92	-0.20			6.85	0.32	9	7.34	6.49			9.00	0.55	25	9.72	7.77			0.87	0.17	29	1.25	0.56	1.14	0.61	0.15	0.03	7	0.20	0.10			6.36	1.11	7	7.49	4.38			5.23	0.60	24	6.34	4.46			0.08	0.05	29	0.30	0.04	0.14	0.04	19.05	3.35	25	25.16	12.40			0.43	0.22	28	1.23	0.20					0							0							0					1.61	0.02	3	1.63	1.59		
30.00	3	14	9.81	2.16	29	15.75	5.80			1.61	0.91	25	3.72	-0.14			6.82	0.34	25	7.68	6.12			9.24	0.62	7	9.97	8.30			1.68	0.87	6	2.48	0.05			6.97	0.28	10	7.51	6.43			9.04	0.77	24	10.28	6.84			0.79	0.18	30	1.30	0.46	1.02	0.54	0.20	0.14	7	0.44	0.01			5.44	0.76	7	6.29	4.31			4.52	1.27	25	6.30	1.35			0.13	0.05	30	0.23	0.05	0.20	0.06	18.86	2.69	26	24.93	14.47			1.16	1.00	29	4.39	0.22					0							0							0					1.61	0.02	3	1.64	1.60		
30.00	4	14	7.76	1.68	29	12.07	5.25	11.60	5.87	2.61	0.99	24	4.86	0.84			6.65	0.23	24	7.20	6.30			9.06	0.36	7	9.61	8.56			2.32	0.90	5	3.18	0.81			6.67	0.33	9	7.22	6.03			9.43	0.53	23	10.43	8.46			0.48	0.15	29	0.81	0.27	0.75	0.27	0.10	0.07	6	0.17	0.03			1.42	1.21	6	3.43	0.12			1.41	0.90	24	2.79	0.04			0.14	0.07	29	0.41	0.07	0.24	0.07	13.26	3.65	25	18.94	6.09			2.77	1.11	29	5.58	1.33	4.63	1.42			0							0							0					1.61	0.04	3	1.65	1.58		
30.00	5	14	8.64	1.42	28	11.00	4.65			4.60	1.25	24	6.96	2.71			6.57	0.23	24	7.04	6.05			8.07	0.34	7	8.48	7.46			5.11	0.78	5	6.42	4.38			6.61	0.26	7	6.92	6.17			8.46	0.38	23	9.39	7.90			0.38	0.19	29	0.73	0.07	0.67	0.10	0.02	0.02	6	0.07	0.01			0.27	0.55	6	1.40	0.02			0.28	0.45	24	1.65	0.04			0.14	0.09	29	0.36	0.04	0.31	0.05	12.13	4.32	25	18.45	4.35			1.28	0.46	29	2.38	0.52	2.20	0.83			0							0							0					1.60	0.04	3	1.64	1.56		
30.00	6	14	6.88	1.44	29	9.75	3.95	9.09	4.52	5.76	1.70	24	9.79	2.81			6.63	0.21	24	6.97	6.09			6.67	0.62	7	7.87	6.16			6.04	2.08	5	8.25	3.35			6.78	0.24	7	7.18	6.39			7.28	0.42	24	8.29	6.66			0.51	0.17	29	0.80	0.19	0.79	0.29	0.06	0.04	6	0.12	0.01			0.43	0.33	6	0.81	0.04			0.38	0.30	24	1.29	0.07			0.56	0.32	29	1.55	0.15	1.14	0.20	15.44	3.25	25	23.31	9.68			0.70	0.26	29	1.35	0.32	1.21	0.42			0							0							0					1.60	0.01	3	1.62	1.59		
30.00	7	14	5.88	1.10	29	9.15	4.15	7.39	4.34	6.66	1.68	24	9.74	3.23			6.72	0.24	24	7.21	6.24			6.11	0.58	7	6.79	5.29			7.70	2.44	5	10.82	4.33			6.70	0.34	9	7.23	6.12			6.40	0.40	25	7.27	5.48			0.62	0.17	29	0.99	0.11	0.81	0.42	0.09	0.05	6	0.14	0.03			0.97	0.79	6	1.99	0.03			0.50	0.37	24	1.52	0.03			0.63	0.50	29	1.92	0.06	1.60	0.11	17.45	3.51	25	23.88	12.03			0.83	0.30	29	1.67	0.49	1.40	0.50			0							0							0					1.61	0.04	3	1.66	1.58		
30.00	8	14	5.88	1.00	29	8.75	4.15	7.20	4.37	7.03	1.37	24	9.63	4.00			6.82	0.22	24	7.30	6.46			5.49	0.47	7	6.15	4.96			7.91	1.26	5	9.65	6.20			6.80	0.24	10	7.05	6.37			5.58	0.49	24	6.62	4.89			0.74	0.17	29	1.00	0.28	0.97	0.45	0.12	0.09	6	0.27	0.03			1.91	1.21	6	3.16	0.11			1.20	0.73	24	3.10	0.07			0.92	0.78	29	2.31	0.05	2.19	0.07	19.35	3.12	25	25.36	13.53			0.63	0.37	29	2.04	0.23	1.31	0.31			0							0							0					1.64	0.03	3	1.66	1.61		
30.00	9	14	7.46	0.95	29	8.85	5.75	8.75	5.92	7.17	2.13	25	11.49	3.84			6.90	0.33	25	7.34	6.04			5.41	0.44	7	5.82	4.62			9.49	1.69	4	11.70	7.70			6.90	0.42	6	7.26	6.12			6.07	0.60	24	7.48	4.95			0.80	0.24	29	1.47	0.28	1.11	0.36	0.06	0.04	5	0.12	0.03			2.15	2.04	5	5.04	0.51			2.18	0.88	24	4.03	0.49			0.55	0.57	29	2.36	0.04	1.51	0.04	19.56	3.58	25	26.12	13.57			0.58	0.25	29	1.01	0.20	0.97	0.26			0							0							0					1.68	0.03	3	1.70	1.65		
30.00	10	14	8.65	1.45	29	11.30	5.25			7.02	2.04	26	11.56	3.74			7.04	0.53	26	8.57	6.27			5.85	1.13	8	6.64	3.21			8.20	2.12	5	10.88	5.65			6.95	0.40	7	7.54	6.53			6.53	0.81	24	7.83	4.37			0.83	0.34	29	1.64	0.39			0.13	0.07	5	0.23	0.05			4.16	2.30	5	6.05	1.55			2.36	1.00	24	4.03	0.56			0.54	0.41	28	1.46	0.03			19.91	4.55	25	29.57	11.62			0.66	0.29	29	1.50	0.23					0							0							0					1.63	0.04	3	1.68	1.60		
30.00	11	14	8.95	2.74	28	13.70	3.20			6.25	1.11	25	9.37	3.90			6.99	0.42	24	7.69	6.17			6.11	1.39	7	8.65	5.14			5.85	0.81	5	6.60	4.54			7.14	0.28	7	7.49	6.80			7.18	1.07	25	8.76	4.51			0.83	0.29	30	1.50	0.42	1.32	0.45	0.30	0.12	6	0.44	0.17			3.92	1.14	6	5.48	2.96			2.88	1.35	25	5.75	0.39			0.51	0.43	29	1.35	0.04			19.27	3.85	26	28.00	12.35			0.68	0.49	29	2.94	0.20					0							0							0					1.64	0.04	3	1.68	1.61		
30.00	12	14	7.64	2.53	27	13.50	3.50			4.62	1.21	25	7.56	1.44			7.03	0.56	25	8.28	5.99			6.71	2.15	7	8.37	3.09			4.06	1.07	4	5.30	2.75			7.02	0.53	6	8.01	6.50			7.77	1.47	24	9.12	3.80			0.91	0.43	29	2.25	0.48	1.94	0.51	0.32	0.15	5	0.49	0.10			4.44	0.23	5	4.78	4.22			3.84	0.86	24	5.58	2.13			0.37	0.49	29	2.15	0.03	1.00	0.04	20.34	5.95	25	35.19	11.85			0.53	0.42	29	2.64	0.20	0.72	0.28			0							0							0					1.65	0.05	3	1.71	1.61		
40.00	1	14	7.81	2.45	26	13.50	3.50			3.26	1.40	22	5.31	-0.15			7.19	0.55	21	8.80	6.27			6.91	2.29	5	8.96	3.47			2.20	1.32	5	3.50	0.00			7.22	0.53	7	8.17	6.56			7.88	1.67	20	9.31	3.48			1.06	0.39	24	2.29	0.59			0.07	0.04	6	0.14	0.03			6.25	0.66	6	7.21	5.26			4.92	0.68	19	6.06	3.91			0.22	0.30	24	1.43	0.04			21.63	6.12	20	36.80	15.30			0.46	0.21	25	1.27	0.20					0							0							0					1.66	0.05	3	1.71	1.63		
40.00	2	14	9.19	3.39	27	14.50	3.00			1.99	1.38	21	4.96	-0.15			7.00	0.46	22	8.74	6.49			9.18	0.96	5	10.69	8.13			1.40	0.87	4	1.90	0.10			6.90	0.34	7	7.36	6.59			8.38	1.73	25	9.64	1.07			0.96	0.22	27	1.70	0.65			0.13	0.04	6	0.16	0.06			6.71	0.79	6	7.50	5.44			5.67	1.35	22	11.04	4.45			0.22	0.58	27	3.12	0.04			21.33	7.10	23	50.10	13.30			0.48	0.22	27	1.34	0.20					0							0							0					1.61	0.03	3	1.64	1.59		
40.00	3	14	9.81	2.16	29	15.75	5.80	12.48	6.53	1.91	1.11	24	4.61	-0.10			6.96	0.54	24	8.66	6.15			9.08	0.69	7	9.88	8.15			1.63	0.90	5	2.47	0.10			6.95	0.24	9	7.21	6.44			8.16	2.06	23	9.74	0.61			0.89	0.29	29	1.87	0.56	1.47	0.58	0.22	0.17	6	0.49	0.02			5.83	0.78	6	6.85	4.56			5.26	2.44	24	14.96	1.88			0.29	0.39	29	1.97	0.06	0.91	0.09	21.42	7.98	25	53.90	14.73			1.07	0.96	29	4.71	0.26	2.98	0.33			0							0							0					1.62	0.02	3	1.65	1.60		
40.00	4	14	7.76	1.68	29	12.07	5.25	11.60	5.87	2.57	0.85	24	4.74	0.66			6.84	0.27	24	7.49	6.42			8.41	0.86	7	9.15	6.59			2.25	0.93	5	3.17	0.72			6.78	0.33	9	7.30	6.10			8.33	1.11	24	9.47	5.88			0.82	0.86	29	5.08	0.28	1.19	0.30	0.11	0.07	6	0.17	0.04			1.99	1.58	6	3.57	0.10			2.50	1.85	24	7.17	0.07			0.94	3.22	29	17.53	0.07	1.68	0.09	17.91	8.08	25	43.80	6.10			3.41	1.78	28	8.37	1.39					0							0							0					1.64	0.04	3	1.66	1.59		
